,index,wid,game,image,responses,remembered_outcome,category_1,category_2,category_3,category_4,outcome,outcome_mem_difference,item
170,170,w31bcaa3,1,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,2,0.0,Animal_Sea_Solid_Small
171,171,w31bcaa3,1,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,2,3.0,Animal_Sea_Pattern_Small
172,172,w31bcaa3,1,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,-1,-2.0,Animal_Land_Pattern_Large
173,173,w31bcaa3,1,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,-2,-4.0,Object_Land_Pattern_Large
174,174,w31bcaa3,2,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,-1,0.0,Animal_Land_Pattern_Small
175,175,w31bcaa3,2,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,1,-1.0,Object_Sea_Solid_Small
176,176,w31bcaa3,2,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-1,0.0,Animal_Land_Solid_Large
177,177,w31bcaa3,2,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,-2,0.0,Object_Land_Solid_Large
178,178,w31bcaa3,2,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,1,0.0,Animal_Sea_Solid_Large
179,179,w31bcaa3,2,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
180,180,w31bcaa3,3,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
181,181,w31bcaa3,3,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
182,182,w31bcaa3,3,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,2,0.0,Object_Sea_Pattern_Large
183,183,w31bcaa3,3,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
184,184,w31bcaa3,3,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,-2,0.0,Object_Land_Pattern_Small
185,185,w31bcaa3,3,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
186,186,w31bcaa3,4,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
187,187,w31bcaa3,4,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
188,188,w31bcaa3,4,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
189,189,w31bcaa3,4,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
190,190,w31bcaa3,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
191,191,w31bcaa3,4,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,2,0.0,Animal_Sea_Solid_Small
192,192,w31bcaa3,5,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
193,193,w31bcaa3,5,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-2,-1.0,Object_Sea_Pattern_Small
194,194,w31bcaa3,5,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
195,195,w31bcaa3,5,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
196,196,w31bcaa3,5,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,1,2.0,Animal_Land_Solid_Large
197,197,w31bcaa3,5,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,1,0.0,Animal_Land_Solid_Small
198,198,w31bcaa3,6,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,-2,-3.0,Animal_Land_Solid_Large
199,199,w31bcaa3,6,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-1,1.0,Object_Sea_Pattern_Small
200,200,w31bcaa3,6,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,1,0.0,Animal_Land_Pattern_Large
201,201,w31bcaa3,6,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,1,-1.0,Animal_Sea_Pattern_Small
202,202,w31bcaa3,6,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,-1,-3.0,Animal_Sea_Solid_Small
203,203,w31bcaa3,6,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
204,204,w31bcaa3,7,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,-1,0.0,Animal_Land_Pattern_Small
205,205,w31bcaa3,7,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-1,0.0,Object_Sea_Solid_Large
206,206,w31bcaa3,7,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,2,0.0,Object_Land_Solid_Large
207,207,w31bcaa3,7,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
208,208,w31bcaa3,7,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,2,0.0,Animal_Sea_Pattern_Large
209,209,w31bcaa3,7,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
210,210,wd3f2678,1,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,2,0.0,Object_Sea_Solid_Small
211,211,wd3f2678,1,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,-2,-4.0,Object_Sea_Pattern_Small
212,212,wd3f2678,1,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,1,2.0,Object_Sea_Pattern_Large
213,213,wd3f2678,1,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-2,-1.0,Object_Land_Pattern_Small
214,214,wd3f2678,1,Animal_Land_Pattern_Small,"{""Q0"":""""}",,Animal,Land,Pattern,Small,-2,,Animal_Land_Pattern_Small
215,215,wd3f2678,1,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,2,4.0,Animal_Land_Solid_Small
216,216,wd3f2678,2,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
217,217,wd3f2678,2,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,-2,-1.0,Animal_Land_Pattern_Small
218,218,wd3f2678,2,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,1,2.0,Object_Land_Pattern_Small
219,219,wd3f2678,2,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,1,0.0,Animal_Sea_Solid_Large
220,220,wd3f2678,2,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
221,221,wd3f2678,2,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
222,222,wd3f2678,3,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,1,0.0,Object_Sea_Pattern_Small
223,223,wd3f2678,3,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,-1,-2.0,Animal_Sea_Solid_Large
224,224,wd3f2678,3,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,2,3.0,Object_Sea_Pattern_Large
225,225,wd3f2678,3,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
226,226,wd3f2678,3,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,-2,-4.0,Object_Land_Solid_Large
227,227,wd3f2678,3,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
228,228,wd3f2678,4,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-2,-1.0,Animal_Land_Solid_Small
229,229,wd3f2678,4,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
230,230,wd3f2678,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,1,2.0,Animal_Sea_Pattern_Large
231,231,wd3f2678,4,Animal_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Large,2,4.0,Animal_Land_Pattern_Large
232,232,wd3f2678,4,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
233,233,wd3f2678,4,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,-2,-3.0,Object_Land_Pattern_Large
234,234,wd3f2678,5,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
235,235,wd3f2678,5,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,-1,-2.0,Animal_Sea_Pattern_Small
236,236,wd3f2678,5,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,1,0.0,Object_Sea_Solid_Large
237,237,wd3f2678,5,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-1,0.0,Object_Sea_Pattern_Large
238,238,wd3f2678,5,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
239,239,wd3f2678,5,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,1,3.0,Animal_Land_Pattern_Small
240,240,wd3f2678,6,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,2,4.0,Object_Sea_Solid_Large
241,241,wd3f2678,6,Animal_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Large,-2,0.0,Animal_Land_Pattern_Large
242,242,wd3f2678,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,2,1.0,Animal_Sea_Solid_Small
243,243,wd3f2678,6,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,2,0.0,Object_Land_Solid_Large
244,244,wd3f2678,6,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
245,245,wd3f2678,6,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-1,1.0,Object_Land_Pattern_Large
246,246,wd3f2678,7,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-2,0.0,Object_Sea_Pattern_Large
247,247,wd3f2678,7,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,-1,-2.0,Object_Land_Solid_Small
248,248,wd3f2678,7,Animal_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Small,2,4.0,Animal_Sea_Solid_Small
249,249,wd3f2678,7,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,-1,-2.0,Object_Sea_Pattern_Small
250,250,wd3f2678,7,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
251,251,wd3f2678,7,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,1,2.0,Animal_Sea_Pattern_Large
252,252,w970a2f0,1,Object_Land_Solid_Small,"{""Q0"":""1""}",,Object,Land,Solid,Small,-2,,Object_Land_Solid_Small
253,253,w970a2f0,1,Object_Sea_Solid_Large,"{""Q0"":""2""}",,Object,Sea,Solid,Large,-1,,Object_Sea_Solid_Large
254,254,w970a2f0,1,Animal_Sea_Solid_Large,"{""Q0"":""1""}",,Animal,Sea,Solid,Large,-1,,Animal_Sea_Solid_Large
255,255,w970a2f0,1,Object_Sea_Pattern_Large,"{""Q0"":""1""}",,Object,Sea,Pattern,Large,2,,Object_Sea_Pattern_Large
256,256,w970a2f0,1,Animal_Land_Solid_Large,"{""Q0"":""1""}",,Animal,Land,Solid,Large,1,,Animal_Land_Solid_Large
257,257,w970a2f0,1,Animal_Sea_Pattern_Large,"{""Q0"":""2""}",,Animal,Sea,Pattern,Large,1,,Animal_Sea_Pattern_Large
258,258,w970a2f0,2,Object_Land_Solid_Small,"{""Q0"":""2""}",,Object,Land,Solid,Small,-2,,Object_Land_Solid_Small
259,259,w970a2f0,2,Animal_Land_Solid_Small,"{""Q0"":""2""}",,Animal,Land,Solid,Small,-2,,Animal_Land_Solid_Small
260,260,w970a2f0,2,Object_Land_Pattern_Small,"{""Q0"":""1""}",,Object,Land,Pattern,Small,2,,Object_Land_Pattern_Small
261,261,w970a2f0,2,Animal_Land_Pattern_Large,"{""Q0"":""2""}",,Animal,Land,Pattern,Large,-2,,Animal_Land_Pattern_Large
262,262,w970a2f0,2,Object_Land_Pattern_Large,"{""Q0"":""1""}",,Object,Land,Pattern,Large,1,,Object_Land_Pattern_Large
263,263,w970a2f0,2,Object_Sea_Pattern_Large,"{""Q0"":""1""}",,Object,Sea,Pattern,Large,2,,Object_Sea_Pattern_Large
264,264,w970a2f0,3,Object_Sea_Solid_Small,"{""Q0"":""2""}",,Object,Sea,Solid,Small,-1,,Object_Sea_Solid_Small
265,265,w970a2f0,3,Object_Land_Pattern_Small,"{""Q0"":""1""}",,Object,Land,Pattern,Small,-2,,Object_Land_Pattern_Small
266,266,w970a2f0,3,Object_Sea_Pattern_Large,"{""Q0"":""1""}",,Object,Sea,Pattern,Large,2,,Object_Sea_Pattern_Large
267,267,w970a2f0,3,Animal_Land_Pattern_Small,"{""Q0"":""""}",,Animal,Land,Pattern,Small,-2,,Animal_Land_Pattern_Small
268,268,w970a2f0,3,Object_Sea_Pattern_Small,"{""Q0"":""2""}",,Object,Sea,Pattern,Small,1,,Object_Sea_Pattern_Small
269,269,w970a2f0,3,Object_Land_Solid_Large,"{""Q0"":""1""}",,Object,Land,Solid,Large,2,,Object_Land_Solid_Large
270,270,w970a2f0,4,Animal_Land_Pattern_Large,"{""Q0"":""1""}",,Animal,Land,Pattern,Large,1,,Animal_Land_Pattern_Large
271,271,w970a2f0,4,Animal_Sea_Solid_Large,"{""Q0"":""2""}",,Animal,Sea,Solid,Large,-2,,Animal_Sea_Solid_Large
272,272,w970a2f0,4,Object_Sea_Solid_Small,"{""Q0"":""1""}",,Object,Sea,Solid,Small,1,,Object_Sea_Solid_Small
273,273,w970a2f0,4,Animal_Sea_Pattern_Large,"{""Q0"":""1""}",,Animal,Sea,Pattern,Large,2,,Animal_Sea_Pattern_Large
274,274,w970a2f0,4,Object_Sea_Solid_Large,"{""Q0"":""2""}",,Object,Sea,Solid,Large,-2,,Object_Sea_Solid_Large
275,275,w970a2f0,4,Animal_Sea_Pattern_Small,"{""Q0"":""2""}",,Animal,Sea,Pattern,Small,-2,,Animal_Sea_Pattern_Small
276,276,w970a2f0,5,Animal_Sea_Solid_Large,"{""Q0"":""2""}",,Animal,Sea,Solid,Large,2,,Animal_Sea_Solid_Large
277,277,w970a2f0,5,Object_Sea_Pattern_Large,"{""Q0"":""2""}",,Object,Sea,Pattern,Large,-2,,Object_Sea_Pattern_Large
278,278,w970a2f0,5,Animal_Land_Solid_Large,"{""Q0"":""1""}",,Animal,Land,Solid,Large,-1,,Animal_Land_Solid_Large
279,279,w970a2f0,5,Animal_Sea_Solid_Small,"{""Q0"":""2""}",,Animal,Sea,Solid,Small,-1,,Animal_Sea_Solid_Small
280,280,w970a2f0,5,Object_Sea_Pattern_Small,"{""Q0"":""1""}",,Object,Sea,Pattern,Small,2,,Object_Sea_Pattern_Small
281,281,w970a2f0,5,Animal_Sea_Pattern_Large,"{""Q0"":""1""}",,Animal,Sea,Pattern,Large,2,,Animal_Sea_Pattern_Large
282,282,w970a2f0,6,Animal_Land_Solid_Small,"{""Q0"":""2""}",,Animal,Land,Solid,Small,-2,,Animal_Land_Solid_Small
283,283,w970a2f0,6,Object_Land_Solid_Large,"{""Q0"":""1""}",,Object,Land,Solid,Large,2,,Object_Land_Solid_Large
284,284,w970a2f0,6,Animal_Land_Pattern_Large,"{""Q0"":""2""}",,Animal,Land,Pattern,Large,-1,,Animal_Land_Pattern_Large
285,285,w970a2f0,6,Animal_Land_Pattern_Small,"{""Q0"":""2""}",,Animal,Land,Pattern,Small,-1,,Animal_Land_Pattern_Small
286,286,w970a2f0,6,Animal_Sea_Pattern_Small,"{""Q0"":""1""}",,Animal,Sea,Pattern,Small,1,,Animal_Sea_Pattern_Small
287,287,w970a2f0,6,Animal_Sea_Solid_Small,"{""Q0"":""2""}",,Animal,Sea,Solid,Small,2,,Animal_Sea_Solid_Small
288,288,w970a2f0,7,Object_Land_Pattern_Small,"{""Q0"":""2""}",,Object,Land,Pattern,Small,1,,Object_Land_Pattern_Small
289,289,w970a2f0,7,Object_Land_Pattern_Large,"{""Q0"":""1""}",,Object,Land,Pattern,Large,-2,,Object_Land_Pattern_Large
290,290,w970a2f0,7,Animal_Land_Pattern_Large,"{""Q0"":""2""}",,Animal,Land,Pattern,Large,1,,Animal_Land_Pattern_Large
291,291,w970a2f0,7,Object_Land_Solid_Small,"{""Q0"":""2""}",,Object,Land,Solid,Small,-2,,Object_Land_Solid_Small
292,292,w970a2f0,7,Animal_Land_Solid_Small,"{""Q0"":""1""}",,Animal,Land,Solid,Small,-2,,Animal_Land_Solid_Small
293,293,w970a2f0,7,Animal_Sea_Pattern_Small,"{""Q0"":""1""}",,Animal,Sea,Pattern,Small,2,,Animal_Sea_Pattern_Small
294,294,wbc9e827,1,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
295,295,wbc9e827,1,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
296,296,wbc9e827,1,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,-2,-4.0,Animal_Sea_Solid_Small
297,297,wbc9e827,1,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
298,298,wbc9e827,1,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
299,299,wbc9e827,1,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
300,300,wbc9e827,2,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
301,301,wbc9e827,2,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
302,302,wbc9e827,2,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
303,303,wbc9e827,2,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
304,304,wbc9e827,2,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-1,0.0,Animal_Sea_Solid_Large
305,305,wbc9e827,2,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
306,306,wbc9e827,3,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,-1,-2.0,Animal_Sea_Pattern_Small
307,307,wbc9e827,3,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
308,308,wbc9e827,3,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-1,0.0,Object_Sea_Pattern_Large
309,309,wbc9e827,3,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,2,0.0,Animal_Sea_Solid_Small
310,310,wbc9e827,3,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
311,311,wbc9e827,3,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
312,312,wbc9e827,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
313,313,wbc9e827,4,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
314,314,wbc9e827,4,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
315,315,wbc9e827,4,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
316,316,wbc9e827,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
317,317,wbc9e827,4,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,2,1.0,Animal_Sea_Solid_Small
318,318,wbc9e827,5,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
319,319,wbc9e827,5,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,1,0.0,Object_Sea_Pattern_Small
320,320,wbc9e827,5,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
321,321,wbc9e827,5,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,-2,0.0,Object_Land_Pattern_Small
322,322,wbc9e827,5,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-2,-1.0,Animal_Land_Solid_Large
323,323,wbc9e827,5,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,1,-1.0,Animal_Land_Solid_Small
324,324,wbc9e827,6,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
325,325,wbc9e827,6,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,2,1.0,Object_Sea_Pattern_Small
326,326,wbc9e827,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,1,2.0,Animal_Land_Pattern_Large
327,327,wbc9e827,6,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
328,328,wbc9e827,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
329,329,wbc9e827,6,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,-1,-2.0,Animal_Land_Pattern_Small
330,330,wbc9e827,7,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
331,331,wbc9e827,7,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
332,332,wbc9e827,7,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,-2,0.0,Object_Land_Solid_Large
333,333,wbc9e827,7,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,-1,-2.0,Object_Land_Pattern_Large
334,334,wbc9e827,7,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
335,335,wbc9e827,7,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,1,2.0,Object_Sea_Pattern_Large
336,336,we368c94,1,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,2,1.0,Object_Sea_Solid_Small
337,337,we368c94,1,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,1,-1.0,Animal_Sea_Solid_Large
338,338,we368c94,1,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,2,1.0,Object_Sea_Pattern_Large
339,339,we368c94,1,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
340,340,we368c94,1,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
341,341,we368c94,1,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,-2,0.0,Object_Land_Solid_Large
342,342,we368c94,2,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,-2,-3.0,Object_Land_Solid_Large
343,343,we368c94,2,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
